"id","state","estimated_population_2019","confirmed","date","deaths","update_source"
2377,"CE",9132078,24,"2020-03-19",0,"Secretaria Estadual de Saúde"
2378,"PB",4018127,1,"2020-03-19",0,"Secretaria Estadual de Saúde"
2379,"PE",9557071,28,"2020-03-19",0,"Secretaria Estadual de Saúde"
2380,"AL",3337357,4,"2020-03-19",0,"Secretaria Estadual de Saúde"
2381,"BA",14873064,31,"2020-03-19",0,"Secretaria Estadual de Saúde"
2382,"MG",21168791,29,"2020-03-19",0,"Secretaria Estadual de Saúde"
2383,"ES",4018650,13,"2020-03-19",0,"Secretaria Estadual de Saúde"
2384,"RJ",17264943,66,"2020-03-19",2,"Secretaria Estadual de Saúde"
2385,"PR",11433957,23,"2020-03-19",0,"Secretaria Estadual de Saúde"
2386,"SC",7164788,21,"2020-03-19",0,"Secretaria Estadual de Saúde"
2387,"RS",11377239,31,"2020-03-19",0,"Secretaria Estadual de Saúde"
2388,"MS",2778986,9,"2020-03-19",0,"Secretaria Estadual de Saúde"
2389,"GO",7018354,15,"2020-03-19",0,"Secretaria Estadual de Saúde"
2390,"DF",3015268,42,"2020-03-19",0,"Secretaria Estadual de Saúde"
2391,"SP",45919049,396,"2020-03-20",9,"Secretaria Estadual de Saúde"
2392,"AC",881935,7,"2020-03-20",0,"Secretaria Estadual de Saúde"
2393,"AM",4144597,7,"2020-03-20",0,"Secretaria Estadual de Saúde"
2394,"PA",8602865,2,"2020-03-20",0,"Secretaria Estadual de Saúde"
2395,"AP",845731,1,"2020-03-20",0,"Secretaria Estadual de Saúde"
2396,"TO",1572866,1,"2020-03-20",0,"Secretaria Estadual de Saúde"
2397,"MA",7075181,1,"2020-03-20",0,"Secretaria Estadual de Saúde"
2398,"PI",3273227,4,"2020-03-20",0,"Secretaria Estadual de Saúde"
2399,"CE",9132078,68,"2020-03-20",0,"Secretaria Estadual de Saúde"
2400,"RN",3506853,6,"2020-03-20",0,"Secretaria Estadual de Saúde"
2401,"PB",4018127,1,"2020-03-20",0,"Secretaria Estadual de Saúde"
2402,"PE",9557071,31,"2020-03-20",0,"Secretaria Estadual de Saúde"
2403,"AL",3337357,6,"2020-03-20",0,"Secretaria Estadual de Saúde"
2404,"SE",2298696,7,"2020-03-20",0,"Secretaria Estadual de Saúde"
2405,"BA",14873064,34,"2020-03-20",0,"Secretaria Estadual de Saúde"
2406,"MG",21168791,38,"2020-03-20",0,"Secretaria Estadual de Saúde"
2407,"ES",4018650,16,"2020-03-20",0,"Secretaria Estadual de Saúde"
2408,"RO",1777225,1,"2020-03-20",0,"Secretaria Estadual de Saúde"
3354,"PB",4018127,499,"2020-04-25",49,"Secretaria Estadual de Saúde"
3355,"PE",9557071,4507,"2020-04-25",381,"Secretaria Estadual de Saúde"
3356,"AL",3337357,501,"2020-04-25",29,"Secretaria Estadual de Saúde"
3357,"SE",2298696,154,"2020-04-25",9,"Secretaria Estadual de Saúde"
3358,"BA",14873064,2116,"2020-04-25",72,"Secretaria Estadual de Saúde"
3359,"MG",21168791,1481,"2020-04-25",58,"Secretaria Estadual de Saúde"
3360,"ES",4018650,1711,"2020-04-25",52,"Secretaria Estadual de Saúde"
3361,"RJ",17264943,6828,"2020-04-25",615,"Secretaria Estadual de Saúde"
3362,"RO",1777225,328,"2020-04-25",7,"Secretaria Estadual de Saúde"
3363,"PR",11433957,1155,"2020-04-25",71,"Secretaria Estadual de Saúde"
3364,"SC",7164788,1235,"2020-04-25",42,"Secretaria Estadual de Saúde"
3365,"RS",11377239,1166,"2020-04-25",35,"Secretaria Estadual de Saúde"
3366,"MS",2778986,217,"2020-04-25",7,"Secretaria Estadual de Saúde"
3367,"MT",3484466,246,"2020-04-25",9,"Secretaria Estadual de Saúde"
3368,"GO",7018354,506,"2020-04-25",25,"Secretaria Estadual de Saúde"
3369,"DF",3015268,1020,"2020-04-25",27,"Secretaria Estadual de Saúde"
3370,"SP",45919049,20715,"2020-04-26",1700,"Secretaria Estadual de Saúde"
3371,"AC",881935,279,"2020-04-26",11,"Secretaria Estadual de Saúde"
3372,"AM",4144597,3833,"2020-04-26",304,"Secretaria Estadual de Saúde"
3373,"RR",605761,407,"2020-04-26",4,"Secretaria Estadual de Saúde"
3374,"PA",8602865,2070,"2020-04-26",114,"Secretaria Estadual de Saúde"
3375,"AP",845731,821,"2020-04-26",23,"Secretaria Estadual de Saúde"
3376,"TO",1572866,67,"2020-04-26",2,"Secretaria Estadual de Saúde"
3377,"MA",7075181,2410,"2020-04-26",125,"Secretaria Estadual de Saúde"
3378,"PI",3273227,364,"2020-04-26",20,"Secretaria Estadual de Saúde"
3379,"CE",9132078,6260,"2020-04-26",376,"Secretaria Estadual de Saúde"
3380,"RN",3506853,832,"2020-04-26",45,"Secretaria Estadual de Saúde"
3381,"PB",4018127,543,"2020-04-26",50,"Secretaria Estadual de Saúde"
3382,"PE",9557071,4898,"2020-04-26",415,"Secretaria Estadual de Saúde"
3383,"AL",3337357,560,"2020-04-26",32,"Secretaria Estadual de Saúde"
3384,"SE",2298696,175,"2020-04-26",9,"Secretaria Estadual de Saúde"
3385,"BA",14873064,2248,"2020-04-26",74,"Secretaria Estadual de Saúde"
3386,"MG",21168791,1548,"2020-04-26",61,"Secretaria Estadual de Saúde"
3387,"ES",4018650,1819,"2020-04-26",57,"Secretaria Estadual de Saúde"
3388,"RJ",17264943,7111,"2020-04-26",645,"Secretaria Estadual de Saúde"
3389,"RO",1777225,364,"2020-04-26",10,"Secretaria Estadual de Saúde"
3390,"PR",11433957,1171,"2020-04-26",75,"Secretaria Estadual de Saúde"
3391,"SC",7164788,1337,"2020-04-26",43,"Secretaria Estadual de Saúde"
3392,"RS",11377239,1208,"2020-04-26",38,"Secretaria Estadual de Saúde"
3393,"MS",2778986,234,"2020-04-26",7,"Secretaria Estadual de Saúde"
3394,"MT",3484466,249,"2020-04-26",9,"Secretaria Estadual de Saúde"
3395,"GO",7018354,573,"2020-04-26",25,"Secretaria Estadual de Saúde"
4077,"TO",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4078,"MA",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4079,"PI",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4080,"CE",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4081,"RN",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4082,"PB",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4083,"PE",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4084,"AL",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4085,"SE",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4086,"BA",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4087,"MG",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4088,"ES",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4089,"RJ",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4090,"RO",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4091,"PR",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4092,"SC",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4093,"RS",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4094,"MS",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4095,"MT",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4096,"GO",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4097,"DF",0,0,"2020-02-29",0,"Secretaria Estadual de Saúde"
4098,"AC",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4099,"AM",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4100,"RR",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4101,"PA",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4102,"AP",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4103,"TO",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4104,"MA",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4105,"PI",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4106,"CE",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4107,"RN",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4108,"PB",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4109,"PE",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4110,"AL",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4111,"SE",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4112,"BA",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4113,"MG",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4114,"ES",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4115,"RJ",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4116,"RO",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4117,"PR",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4118,"SC",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4119,"RS",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4120,"MS",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
4121,"MT",0,0,"2020-03-01",0,"Secretaria Estadual de Saúde"
2409,"PR",11433957,36,"2020-03-20",0,"Secretaria Estadual de Saúde"
2410,"SC",7164788,40,"2020-03-20",0,"Secretaria Estadual de Saúde"
2411,"RS",11377239,43,"2020-03-20",0,"Secretaria Estadual de Saúde"
2412,"MS",2778986,12,"2020-03-20",0,"Secretaria Estadual de Saúde"
2413,"MT",3484466,1,"2020-03-20",0,"Secretaria Estadual de Saúde"
2414,"GO",7018354,18,"2020-03-20",0,"Secretaria Estadual de Saúde"
2415,"DF",3015268,87,"2020-03-20",0,"Secretaria Estadual de Saúde"
2416,"SP",45919049,396,"2020-03-21",15,"Secretaria Estadual de Saúde"
2417,"AC",881935,11,"2020-03-21",0,"Secretaria Estadual de Saúde"
2418,"AM",4144597,11,"2020-03-21",0,"Secretaria Estadual de Saúde"
2419,"RR",605761,2,"2020-03-21",0,"Secretaria Estadual de Saúde"
2420,"PA",8602865,2,"2020-03-21",0,"Secretaria Estadual de Saúde"
2421,"AP",845731,1,"2020-03-21",0,"Secretaria Estadual de Saúde"
2422,"TO",1572866,2,"2020-03-21",0,"Secretaria Estadual de Saúde"
2423,"MA",7075181,2,"2020-03-21",0,"Secretaria Estadual de Saúde"
2424,"PI",3273227,4,"2020-03-21",0,"Secretaria Estadual de Saúde"
2425,"CE",9132078,84,"2020-03-21",0,"Secretaria Estadual de Saúde"
2426,"RN",3506853,9,"2020-03-21",0,"Secretaria Estadual de Saúde"
2427,"PB",4018127,1,"2020-03-21",0,"Secretaria Estadual de Saúde"
2428,"PE",9557071,33,"2020-03-21",0,"Secretaria Estadual de Saúde"
2429,"AL",3337357,7,"2020-03-21",0,"Secretaria Estadual de Saúde"
2430,"SE",2298696,10,"2020-03-21",0,"Secretaria Estadual de Saúde"
2431,"BA",14873064,41,"2020-03-21",0,"Secretaria Estadual de Saúde"
2432,"MG",21168791,55,"2020-03-21",0,"Secretaria Estadual de Saúde"
2433,"ES",4018650,26,"2020-03-21",0,"Secretaria Estadual de Saúde"
2434,"RJ",17264943,119,"2020-03-21",3,"Secretaria Estadual de Saúde"
2435,"RO",1777225,3,"2020-03-21",0,"Secretaria Estadual de Saúde"
2436,"PR",11433957,43,"2020-03-21",0,"Secretaria Estadual de Saúde"
2437,"SC",7164788,57,"2020-03-21",0,"Secretaria Estadual de Saúde"
2438,"RS",11377239,69,"2020-03-21",0,"Secretaria Estadual de Saúde"
2439,"MS",2778986,16,"2020-03-21",0,"Secretaria Estadual de Saúde"
2440,"GO",7018354,19,"2020-03-21",0,"Secretaria Estadual de Saúde"
2441,"DF",3015268,108,"2020-03-21",0,"Secretaria Estadual de Saúde"
2442,"SP",45919049,631,"2020-03-22",22,"Secretaria Estadual de Saúde"
2443,"AC",881935,11,"2020-03-22",0,"Secretaria Estadual de Saúde"
2444,"AM",4144597,26,"2020-03-22",0,"Secretaria Estadual de Saúde"
2445,"RR",605761,2,"2020-03-22",0,"Secretaria Estadual de Saúde"
2446,"PA",8602865,4,"2020-03-22",0,"Secretaria Estadual de Saúde"
2447,"AP",845731,1,"2020-03-22",0,"Secretaria Estadual de Saúde"
2448,"TO",1572866,5,"2020-03-22",0,"Secretaria Estadual de Saúde"
2449,"MA",7075181,2,"2020-03-22",0,"Secretaria Estadual de Saúde"
2450,"PI",3273227,6,"2020-03-22",0,"Secretaria Estadual de Saúde"
2451,"CE",9132078,125,"2020-03-22",0,"Secretaria Estadual de Saúde"
2452,"RN",3506853,13,"2020-03-22",0,"Secretaria Estadual de Saúde"
2453,"PB",4018127,1,"2020-03-22",0,"Secretaria Estadual de Saúde"
2454,"PE",9557071,37,"2020-03-22",0,"Secretaria Estadual de Saúde"
2455,"AL",3337357,7,"2020-03-22",0,"Secretaria Estadual de Saúde"
2456,"BA",14873064,55,"2020-03-22",0,"Secretaria Estadual de Saúde"
2457,"MG",21168791,83,"2020-03-22",0,"Secretaria Estadual de Saúde"
2458,"ES",4018650,26,"2020-03-22",0,"Secretaria Estadual de Saúde"
2459,"RJ",17264943,186,"2020-03-22",3,"Secretaria Estadual de Saúde"
2460,"RO",1777225,3,"2020-03-22",0,"Secretaria Estadual de Saúde"
2461,"PR",11433957,54,"2020-03-22",0,"Secretaria Estadual de Saúde"
2462,"SC",7164788,68,"2020-03-22",0,"Secretaria Estadual de Saúde"
2463,"RS",11377239,77,"2020-03-22",0,"Secretaria Estadual de Saúde"
2464,"MS",2778986,21,"2020-03-22",0,"Secretaria Estadual de Saúde"
2465,"MT",3484466,2,"2020-03-22",0,"Secretaria Estadual de Saúde"
2466,"GO",7018354,21,"2020-03-22",0,"Secretaria Estadual de Saúde"
2467,"DF",3015268,117,"2020-03-22",0,"Secretaria Estadual de Saúde"
2468,"SP",45919049,745,"2020-03-23",30,"Secretaria Estadual de Saúde"
2469,"AC",881935,17,"2020-03-23",0,"Secretaria Estadual de Saúde"
2470,"AM",4144597,32,"2020-03-23",0,"Secretaria Estadual de Saúde"
2471,"RR",605761,2,"2020-03-23",0,"Secretaria Estadual de Saúde"
2472,"PA",8602865,5,"2020-03-23",0,"Secretaria Estadual de Saúde"
2473,"AP",845731,1,"2020-03-23",0,"Secretaria Estadual de Saúde"
2474,"TO",1572866,7,"2020-03-23",0,"Secretaria Estadual de Saúde"
2475,"MA",7075181,8,"2020-03-23",0,"Secretaria Estadual de Saúde"
2476,"PI",3273227,6,"2020-03-23",0,"Secretaria Estadual de Saúde"
2477,"CE",9132078,164,"2020-03-23",0,"Secretaria Estadual de Saúde"
2478,"PB",4018127,2,"2020-03-23",0,"Secretaria Estadual de Saúde"
3396,"DF",3015268,1125,"2020-04-26",27,"Secretaria Estadual de Saúde"
3397,"SP",45919049,21696,"2020-04-27",1825,"Secretaria Estadual de Saúde"
3398,"AC",881935,301,"2020-04-27",14,"Secretaria Estadual de Saúde"
3399,"AM",4144597,3928,"2020-04-27",320,"Secretaria Estadual de Saúde"
3400,"RR",605761,425,"2020-04-27",4,"Secretaria Estadual de Saúde"
3401,"PA",8602865,2219,"2020-04-27",122,"Secretaria Estadual de Saúde"
3402,"AP",845731,842,"2020-04-27",26,"Secretaria Estadual de Saúde"
3403,"TO",1572866,79,"2020-04-27",2,"Secretaria Estadual de Saúde"
3404,"MA",7075181,2528,"2020-04-27",145,"Secretaria Estadual de Saúde"
3405,"PI",3273227,408,"2020-04-27",21,"Secretaria Estadual de Saúde"
3406,"CE",9132078,6783,"2020-04-27",397,"Secretaria Estadual de Saúde"
3407,"RN",3506853,857,"2020-04-27",48,"Secretaria Estadual de Saúde"
3408,"PB",4018127,633,"2020-04-27",53,"Secretaria Estadual de Saúde"
3409,"PE",9557071,5358,"2020-04-27",450,"Secretaria Estadual de Saúde"
3410,"AL",3337357,643,"2020-04-27",34,"Secretaria Estadual de Saúde"
3411,"SE",2298696,211,"2020-04-27",11,"Secretaria Estadual de Saúde"
3412,"BA",14873064,2356,"2020-04-27",83,"Secretaria Estadual de Saúde"
3413,"MG",21168791,1586,"2020-04-27",62,"Secretaria Estadual de Saúde"
3414,"ES",4018650,1944,"2020-04-27",63,"Secretaria Estadual de Saúde"
3415,"RJ",17264943,7944,"2020-04-27",677,"Secretaria Estadual de Saúde"
3416,"RO",1777225,393,"2020-04-27",10,"Secretaria Estadual de Saúde"
3417,"PR",11433957,1201,"2020-04-27",77,"Secretaria Estadual de Saúde"
3418,"SC",7164788,1476,"2020-04-27",44,"Secretaria Estadual de Saúde"
3419,"RS",11377239,1256,"2020-04-27",45,"Secretaria Estadual de Saúde"
3420,"MS",2778986,238,"2020-04-27",9,"Secretaria Estadual de Saúde"
3421,"MT",3484466,256,"2020-04-27",10,"Secretaria Estadual de Saúde"
3422,"GO",7018354,616,"2020-04-27",26,"Secretaria Estadual de Saúde"
3423,"DF",3015268,1189,"2020-04-27",28,"Secretaria Estadual de Saúde"
3424,"SP",45919049,24041,"2020-04-28",2049,"Secretaria Estadual de Saúde"
3425,"AC",881935,317,"2020-04-28",16,"Secretaria Estadual de Saúde"
3426,"AM",4144597,4337,"2020-04-28",351,"Secretaria Estadual de Saúde"
3427,"PA",8602865,2319,"2020-04-28",132,"Secretaria Estadual de Saúde"
3428,"AP",845731,918,"2020-04-28",28,"Secretaria Estadual de Saúde"
3429,"TO",1572866,116,"2020-04-28",2,"Secretaria Estadual de Saúde"
3430,"MA",7075181,2804,"2020-04-28",166,"Secretaria Estadual de Saúde"
3431,"PI",3273227,454,"2020-04-28",24,"Secretaria Estadual de Saúde"
3432,"CE",9132078,6985,"2020-04-28",417,"Secretaria Estadual de Saúde"
3433,"RN",3506853,1086,"2020-04-28",54,"Secretaria Estadual de Saúde"
3434,"PB",4018127,698,"2020-04-28",57,"Secretaria Estadual de Saúde"
3435,"PE",9557071,5724,"2020-04-28",508,"Secretaria Estadual de Saúde"
3436,"AL",3337357,777,"2020-04-28",36,"Secretaria Estadual de Saúde"
3437,"SE",2298696,280,"2020-04-28",11,"Secretaria Estadual de Saúde"
3438,"BA",14873064,2564,"2020-04-28",93,"Secretaria Estadual de Saúde"
3439,"MG",21168791,1649,"2020-04-28",71,"Secretaria Estadual de Saúde"
3440,"ES",4018650,2164,"2020-04-28",77,"Secretaria Estadual de Saúde"
3441,"RJ",17264943,8504,"2020-04-28",738,"Secretaria Estadual de Saúde"
3442,"RO",1777225,413,"2020-04-28",11,"Secretaria Estadual de Saúde"
3443,"PR",11433957,1286,"2020-04-28",79,"Secretaria Estadual de Saúde"
3444,"SC",7164788,1995,"2020-04-28",44,"Secretaria Estadual de Saúde"
3445,"RS",11377239,1350,"2020-04-28",49,"Secretaria Estadual de Saúde"
3446,"MS",2778986,240,"2020-04-28",9,"Secretaria Estadual de Saúde"
3447,"MT",3484466,263,"2020-04-28",11,"Secretaria Estadual de Saúde"
3448,"GO",7018354,661,"2020-04-28",27,"Secretaria Estadual de Saúde"
3449,"DF",3015268,1230,"2020-04-28",28,"Secretaria Estadual de Saúde"
3450,"SP",45919049,26158,"2020-04-29",2247,"Secretaria Estadual de Saúde"
3451,"AC",881935,354,"2020-04-29",18,"Secretaria Estadual de Saúde"
3452,"AM",4144597,4801,"2020-04-29",380,"Secretaria Estadual de Saúde"
3453,"RR",605761,426,"2020-04-29",4,"Secretaria Estadual de Saúde"
3454,"PA",8602865,2586,"2020-04-29",156,"Secretaria Estadual de Saúde"
3455,"AP",845731,1016,"2020-04-29",31,"Secretaria Estadual de Saúde"
3456,"TO",1572866,137,"2020-04-29",3,"Secretaria Estadual de Saúde"
3457,"MA",7075181,3190,"2020-04-29",184,"Secretaria Estadual de Saúde"
3458,"PI",3273227,513,"2020-04-29",24,"Secretaria Estadual de Saúde"
3459,"CE",9132078,7409,"2020-04-29",450,"Secretaria Estadual de Saúde"
3460,"RN",3506853,1177,"2020-04-29",56,"Secretaria Estadual de Saúde"
3461,"PB",4018127,814,"2020-04-29",62,"Secretaria Estadual de Saúde"
3462,"PE",9557071,6194,"2020-04-29",538,"Secretaria Estadual de Saúde"
3463,"AL",3337357,957,"2020-04-29",41,"Secretaria Estadual de Saúde"
3464,"BA",14873064,2676,"2020-04-29",100,"Secretaria Estadual de Saúde"
3465,"MG",21168791,1758,"2020-04-29",80,"Secretaria Estadual de Saúde"
3466,"ES",4018650,2538,"2020-04-29",84,"Secretaria Estadual de Saúde"
3467,"RJ",17264943,8869,"2020-04-29",794,"Secretaria Estadual de Saúde"
3468,"RO",1777225,433,"2020-04-29",15,"Secretaria Estadual de Saúde"
3469,"PR",11433957,1364,"2020-04-29",84,"Secretaria Estadual de Saúde"
3470,"SC",7164788,2085,"2020-04-29",46,"Secretaria Estadual de Saúde"
3471,"RS",11377239,1420,"2020-04-29",51,"Secretaria Estadual de Saúde"
3472,"MS",2778986,249,"2020-04-29",9,"Secretaria Estadual de Saúde"
3473,"MT",3484466,292,"2020-04-29",11,"Secretaria Estadual de Saúde"
3474,"GO",7018354,705,"2020-04-29",27,"Secretaria Estadual de Saúde"
3475,"DF",3015268,1313,"2020-04-29",28,"Secretaria Estadual de Saúde"
3476,"SP",45919049,28698,"2020-04-30",2375,"Secretaria Estadual de Saúde"
3477,"AC",881935,404,"2020-04-30",19,"Secretaria Estadual de Saúde"
3478,"AM",4144597,5254,"2020-04-30",425,"Secretaria Estadual de Saúde"
3479,"RR",605761,519,"2020-04-30",7,"Secretaria Estadual de Saúde"
3480,"PA",8602865,2999,"2020-04-30",224,"Secretaria Estadual de Saúde"
3481,"AP",845731,1080,"2020-04-30",34,"Secretaria Estadual de Saúde"
3482,"TO",1572866,164,"2020-04-30",3,"Secretaria Estadual de Saúde"
2479,"PE",9557071,42,"2020-03-23",0,"Secretaria Estadual de Saúde"
2480,"AL",3337357,8,"2020-03-23",0,"Secretaria Estadual de Saúde"
2481,"BA",14873064,63,"2020-03-23",0,"Secretaria Estadual de Saúde"
2482,"MG",21168791,128,"2020-03-23",0,"Secretaria Estadual de Saúde"
2483,"ES",4018650,33,"2020-03-23",0,"Secretaria Estadual de Saúde"
2484,"RJ",17264943,233,"2020-03-23",4,"Secretaria Estadual de Saúde"
2485,"PR",11433957,60,"2020-03-23",0,"Secretaria Estadual de Saúde"
2486,"SC",7164788,86,"2020-03-23",0,"Secretaria Estadual de Saúde"
2487,"RS",11377239,96,"2020-03-23",0,"Secretaria Estadual de Saúde"
2488,"MS",2778986,21,"2020-03-23",0,"Secretaria Estadual de Saúde"
2489,"MT",3484466,6,"2020-03-23",0,"Secretaria Estadual de Saúde"
2490,"GO",7018354,23,"2020-03-23",0,"Secretaria Estadual de Saúde"
2491,"DF",3015268,138,"2020-03-23",0,"Secretaria Estadual de Saúde"
2492,"SP",45919049,810,"2020-03-24",40,"Secretaria Estadual de Saúde"
2493,"AC",881935,21,"2020-03-24",0,"Secretaria Estadual de Saúde"
2494,"AM",4144597,47,"2020-03-24",1,"Secretaria Estadual de Saúde"
2495,"RR",605761,8,"2020-03-24",0,"Secretaria Estadual de Saúde"
2496,"PA",8602865,5,"2020-03-24",0,"Secretaria Estadual de Saúde"
2497,"AP",845731,1,"2020-03-24",0,"Secretaria Estadual de Saúde"
2498,"TO",1572866,7,"2020-03-24",0,"Secretaria Estadual de Saúde"
2499,"MA",7075181,8,"2020-03-24",0,"Secretaria Estadual de Saúde"
2500,"PI",3273227,8,"2020-03-24",0,"Secretaria Estadual de Saúde"
2501,"CE",9132078,185,"2020-03-24",0,"Secretaria Estadual de Saúde"
2502,"RN",3506853,14,"2020-03-24",0,"Secretaria Estadual de Saúde"
2503,"PB",4018127,3,"2020-03-24",0,"Secretaria Estadual de Saúde"
2504,"PE",9557071,42,"2020-03-24",0,"Secretaria Estadual de Saúde"
2505,"AL",3337357,10,"2020-03-24",0,"Secretaria Estadual de Saúde"
2506,"SE",2298696,15,"2020-03-24",0,"Secretaria Estadual de Saúde"
2507,"BA",14873064,79,"2020-03-24",0,"Secretaria Estadual de Saúde"
2508,"MG",21168791,130,"2020-03-24",0,"Secretaria Estadual de Saúde"
2509,"ES",4018650,40,"2020-03-24",0,"Secretaria Estadual de Saúde"
2510,"RJ",17264943,305,"2020-03-24",6,"Secretaria Estadual de Saúde"
2511,"RO",1777225,5,"2020-03-24",0,"Secretaria Estadual de Saúde"
2512,"PR",11433957,70,"2020-03-24",0,"Secretaria Estadual de Saúde"
2513,"SC",7164788,109,"2020-03-24",0,"Secretaria Estadual de Saúde"
2514,"RS",11377239,112,"2020-03-24",0,"Secretaria Estadual de Saúde"
2515,"MS",2778986,24,"2020-03-24",0,"Secretaria Estadual de Saúde"
2516,"MT",3484466,7,"2020-03-24",0,"Secretaria Estadual de Saúde"
2517,"GO",7018354,29,"2020-03-24",0,"Secretaria Estadual de Saúde"
2518,"DF",3015268,161,"2020-03-24",0,"Secretaria Estadual de Saúde"
2519,"SP",45919049,862,"2020-03-25",48,"Secretaria Estadual de Saúde"
2520,"AC",881935,23,"2020-03-25",0,"Secretaria Estadual de Saúde"
2521,"AM",4144597,54,"2020-03-25",1,"Secretaria Estadual de Saúde"
2522,"RR",605761,8,"2020-03-25",0,"Secretaria Estadual de Saúde"
2523,"PA",8602865,7,"2020-03-25",0,"Secretaria Estadual de Saúde"
2524,"AP",845731,2,"2020-03-25",0,"Secretaria Estadual de Saúde"
2525,"TO",1572866,7,"2020-03-25",0,"Secretaria Estadual de Saúde"
2526,"MA",7075181,8,"2020-03-25",0,"Secretaria Estadual de Saúde"
2527,"PI",3273227,8,"2020-03-25",0,"Secretaria Estadual de Saúde"
2528,"CE",9132078,211,"2020-03-25",0,"Secretaria Estadual de Saúde"
2529,"RN",3506853,14,"2020-03-25",0,"Secretaria Estadual de Saúde"
2530,"PB",4018127,5,"2020-03-25",0,"Secretaria Estadual de Saúde"
2531,"PE",9557071,46,"2020-03-25",1,"Secretaria Estadual de Saúde"
2532,"AL",3337357,11,"2020-03-25",0,"Secretaria Estadual de Saúde"
2533,"SE",2298696,16,"2020-03-25",0,"Secretaria Estadual de Saúde"
2534,"BA",14873064,91,"2020-03-25",0,"Secretaria Estadual de Saúde"
2535,"MG",21168791,133,"2020-03-25",0,"Secretaria Estadual de Saúde"
2536,"ES",4018650,40,"2020-03-25",0,"Secretaria Estadual de Saúde"
2537,"RJ",17264943,370,"2020-03-25",8,"Secretaria Estadual de Saúde"
2538,"RO",1777225,5,"2020-03-25",0,"Secretaria Estadual de Saúde"
2539,"PR",11433957,97,"2020-03-25",0,"Secretaria Estadual de Saúde"
2540,"SC",7164788,122,"2020-03-25",0,"Secretaria Estadual de Saúde"
2541,"RS",11377239,162,"2020-03-25",1,"Secretaria Estadual de Saúde"
2542,"MS",2778986,24,"2020-03-25",0,"Secretaria Estadual de Saúde"
2543,"MT",3484466,9,"2020-03-25",0,"Secretaria Estadual de Saúde"
2544,"GO",7018354,35,"2020-03-25",0,"Secretaria Estadual de Saúde"
2545,"DF",3015268,195,"2020-03-25",0,"Secretaria Estadual de Saúde"
2546,"SP",45919049,1052,"2020-03-26",58,"Secretaria Estadual de Saúde"
2547,"AC",881935,23,"2020-03-26",0,"Secretaria Estadual de Saúde"
2548,"AM",4144597,67,"2020-03-26",1,"Secretaria Estadual de Saúde"
2549,"RR",605761,10,"2020-03-26",0,"Secretaria Estadual de Saúde"
2550,"PA",8602865,13,"2020-03-26",0,"Secretaria Estadual de Saúde"
2551,"AP",845731,2,"2020-03-26",0,"Secretaria Estadual de Saúde"
2552,"TO",1572866,8,"2020-03-26",0,"Secretaria Estadual de Saúde"
